Orthogroup	Brachy	Maize	Rice	Sorghum	Telongatum
OG0005423	BrachyLOC100846584	MaizeLOC100284215	RiceLOC4340492	SorghumLOC8080039	GWHGABKY036978, GWHGABKY038834
OG0005424	BrachyLOC104581612	MaizeLOC100382359	RiceLOC4327757	SorghumLOC8078183	GWHGABKY024271, GWHGABKY024272
OG0005425	BrachyLOC100825472, BrachyLOC100825744	MaizeLOC103637885	RiceLOC4340469	SorghumLOC8080018	GWHGABKY039065
OG0005426	BrachyLOC100826716, BrachyLOC100827027	MaizeLOC103637888	RiceLOC4340464	SorghumLOC8080016	GWHGABKY039072
OG0005427	BrachyLOC100825896	MaizeLOC100283578, MaizeLOC103637889	RiceLOC4340462	SorghumLOC8077354	GWHGABKY039073
OG0005428	BrachyLOC100828674	MaizeLOC100283147, MaizeLOC100285379	RiceLOC4340447	SorghumLOC110430736	GWHGABKY039090
OG0005429	BrachyLOC100829683	MaizeLOC103631336, MaizeLOC103637903	RiceLOC4340446	SorghumLOC8077336	GWHGABKY039091
OG0005430	BrachyLOC100831605	MaizeLOC100278008, MaizeLOC103629887	RiceLOC9267282	SorghumLOC8070750	GWHGABKY039092
OG0005431	BrachyLOC100832828	MaizeLOC103637907	RiceLOC4340441	SorghumLOC8077332	GWHGABKY039102, GWHGABKY039103
OG0005432	BrachyLOC104582219	MaizeLOC103629882, MaizeLOC103637909	RiceLOC112939353	SorghumLOC8077328	GWHGABKY039108
OG0005433	BrachyLOC100833454	MaizeLOC100382099, MaizeLOC100501220	RiceLOC4340435	SorghumLOC8077326	GWHGABKY039110
OG0005434	BrachyLOC100834371	MaizeLOC103625685, MaizeLOC103637910	RiceLOC4340431	SorghumLOC8077323	GWHGABKY039114
OG0005435	BrachyLOC100834888	MaizeLOC100284914, MaizeLOC103645256	RiceLOC107276491	SorghumLOC8077320	GWHGABKY039124
OG0005436	BrachyLOC100836937	MaizeLOC100276891	RiceLOC4340400	SorghumLOC110432328, SorghumLOC8065458	GWHGABKY039161
OG0005437	BrachyLOC100839282	MaizeLOC100193390, MaizeLOC100216688	RiceLOC4342226	SorghumLOC8077305	GWHGABKY038819
OG0005438	BrachyLOC100838652	MaizeLOC103629870, MaizeLOC103639732	RiceLOC4340387	SorghumLOC8065453	GWHGABKY038806
OG0005439	BrachyLOC100841109	MaizeLOC100192577, MaizeLOC732777	RiceLOC4340382	SorghumLOC8065450	GWHGABKY039050
OG0005440	BrachyLOC100839572	MaizeLOC103637955	RiceLOC4340380	SorghumLOC8054748, SorghumLOC8065449	GWHGABKY039042
OG0005441	BrachyLOC100842016	MaizeLOC100193789, MaizeLOC100283253	RiceLOC4340379	SorghumLOC8077294	GWHGABKY039040
OG0005442	BrachyLOC100842318	MaizeLOC103629867, MaizeLOC107521953	RiceLOC4340377	SorghumLOC8077293	GWHGABKY039038
OG0005443	BrachyLOC100845977	MaizeLOC100383072	RiceLOC4340366	SorghumLOC110431223	GWHGABKY028633, GWHGABKY039014
OG0005444	BrachyLOC100844736, BrachyLOC104581624	MaizeLOC103637967	RiceLOC107276136	SorghumLOC8077167	GWHGABKY038993
OG0005445	BrachyLOC100821084	MaizeLOC100280350, MaizeLOC541937	RiceLOC4340349	SorghumLOC8065432	GWHGABKY038992
OG0005446	BrachyLOC100821383	MaizeLOC100275560, MaizeLOC100275680	RiceLOC4340346	SorghumLOC8076213	GWHGABKY038989
OG0005447	BrachyLOC100823550, BrachyLOC100842653	MaizeLOC100194093	RiceLOC4345504	SorghumLOC110433286	GWHGABKY041057
OG0005448	BrachyLOC100828753	MaizeLOC100285993	RiceLOC4340311	SorghumLOC8076197, SorghumLOC8082768	GWHGABKY038899
OG0005449	BrachyLOC100830604	MaizeLOC103629333, MaizeLOC103637988	RiceLOC4340309	SorghumLOC8065405	GWHGABKY038897
OG0005450	BrachyLOC100833979, BrachyLOC100834695		RiceLOC9266216	SorghumLOC8067657	GWHGABKY036117, GWHGABKY038766
OG0005451	BrachyLOC100836410	MaizeLOC100281708	RiceLOC107275791, RiceLOC4340283	SorghumLOC8064048	GWHGABKY038753
OG0005452	BrachyLOC100837054	MaizeLOC100501232, MaizeLOC103638005	RiceLOC4340282	SorghumLOC110430686	GWHGABKY038751
OG0005453	BrachyLOC100838512, BrachyLOC106865675	MaizeLOC103647090	RiceLOC4351494	SorghumLOC8085657	GWHGABKY026320
OG0005454	BrachyLOC100841410	MaizeLOC100191443, MaizeLOC100192544	RiceLOC4340270	SorghumLOC8072576	GWHGABKY038597
OG0005455	BrachyLOC100841714	MaizeLOC100381803, MaizeLOC103655648	RiceLOC4340269	SorghumLOC8076162	GWHGABKY038598
OG0005456	BrachyLOC100842319	MaizeLOC100191959	RiceLOC4329515	SorghumLOC8071795, SorghumLOC8072574	GWHGABKY038605
OG0005457	BrachyLOC100845753	MaizeLOC103629531, MaizeLOC103638017	RiceLOC4340244	SorghumLOC8076148	GWHGABKY038640
OG0005458	BrachyLOC100846669	MaizeLOC100281105	RiceLOC4340241	SorghumLOC8076147	GWHGABKY038654, GWHGABKY038655
OG0005459	BrachyLOC100822417	MaizeLOC100191199, MaizeLOC100216757	RiceLOC4340228	SorghumLOC8076142	GWHGABKY038679
OG0005460	BrachyLOC100823357	MaizeLOC100191528, MaizeLOC100282984	RiceLOC4340222	SorghumLOC110431232	GWHGABKY038547
OG0005461	BrachyLOC100823663	MaizeLOC100276046	RiceLOC4340221	SorghumLOC8070874	GWHGABKY038542, GWHGABKY038546
OG0005462	BrachyLOC100828555	MaizeLOC100303819, MaizeLOC103638045	RiceLOC4340194	SorghumLOC8069180	GWHGABKY038459
OG0005463	BrachyLOC100830299	MaizeLOC100281457	RiceLOC4340187	SorghumLOC8071347, SorghumLOC8071348	GWHGABKY038431
OG0005464	BrachyLOC100830605	MaizeLOC103638063	RiceLOC4340186	SorghumLOC8071345, SorghumLOC8071346	GWHGABKY038421
OG0005465	BrachyLOC100832425	MaizeLOC100278279, MaizeLOC100285906	RiceLOC4340182	SorghumLOC8069173	GWHGABKY038415
OG0005466	BrachyMPK6	MaizeLOC100286386, MaizeLOC541618	RiceLOC4340170	SorghumLOC8071336	GWHGABKY038381
OG0005467	BrachyLOC100836848	MaizeLOC100191756, MaizeLOC103638070	RiceLOC4340163	SorghumLOC8071333	GWHGABKY038364
OG0005468	BrachyLOC100838857	MaizeLOC100193275, MaizeLOC103638071	RiceLOC4340159	SorghumLOC8069162	GWHGABKY038350
OG0005469	BrachyLOC100839073	MaizeLOC100193074, MaizeLOC103629496	RiceLOC4340156	SorghumLOC110430962	GWHGABKY038343
OG0005470	BrachyLOC100839985	MaizeLOC100285548, MaizeLOC103629493	RiceLOC4340153	SorghumLOC8068797	GWHGABKY038323
OG0005471	BrachyLOC100824150, BrachyLOC100840689	MaizeLOC100384790	RiceLOC4340150	SorghumLOC8068796	GWHGABKY038322
OG0005472	BrachyLOC100841905	MaizeLOC100191750	RiceLOC4340148	SorghumLOC110431033	GWHGABKY038317, GWHGABKY038318
OG0005473	BrachyLOC100841715	MaizeLOC100272915, MaizeLOC100282498	RiceLOC4339966	SorghumLOC110431239	GWHGABKY037681
OG0005474	BrachyLOC100845253	MaizeLOC103629406, MaizeLOC103638155	RiceLOC107275938	SorghumLOC8069034	GWHGABKY037684
OG0005475	BrachyLOC100845554	MaizeLOC100278437	RiceLOC4339970	SorghumLOC8068367	GWHGABKY037686, GWHGABKY037687
OG0005476	BrachyLOC100846165	MaizeLOC100281106, MaizeLOC100282967	RiceLOC4339971	SorghumLOC8068368	GWHGABKY037688
OG0005477	BrachyLOC100822666	MaizeLOC100283946, MaizeLOC103652157	RiceLOC4339978	SorghumLOC8068371	GWHGABKY037736
OG0005478	BrachyLOC104582558, BrachyLOC106865801		RiceLOC4342705		GWHGABKY018884, GWHGABKY041829, GWHGABKY041863
OG0005479	BrachyLOC100822984	MaizeLOC100191580, MaizeLOC103638152	RiceLOC4339983	SorghumLOC110431212	GWHGABKY037755
OG0005480	BrachyLOC100824828	MaizeLOC100275277, MaizeLOC109942225	RiceLOC4337284	SorghumLOC8068374	GWHGABKY037769
OG0005481	BrachyLOC100821876, BrachyLOC100831161	MaizeLOC100284496	RiceLOC4342958	SorghumLOC110432887	GWHGABKY006175
OG0005482	BrachyLOC100826685	MaizeLOC100501338, MaizeLOC103638144	RiceLOC4339994	SorghumLOC110430709	GWHGABKY037800
OG0005483	BrachyLOC100825992	MaizeLOC100276116	RiceLOC107277467, RiceLOC4339997	SorghumLOC8068377	GWHGABKY037804
OG0005484	BrachyLOC100829023	MaizeLOC100280578, MaizeLOC100381373	RiceLOC4340003	SorghumLOC8068384	GWHGABKY037837
OG0005485	BrachyLOC100830235	MaizeLOC100281713	RiceLOC4340007	SorghumLOC8068387	GWHGABKY017219, GWHGABKY037854
OG0005486	BrachyLOC100830852	MaizeLOC103629429, MaizeLOC103638133	RiceLOC4340016	SorghumLOC8069063	GWHGABKY037868
OG0005487	BrachyLOC100831158	MaizeLOC100272987, MaizeLOC100273442	RiceLOC4340012	SorghumLOC8069066	GWHGABKY037863
OG0005488	BrachyLOC100833646	MaizeLOC100273748	RiceLOC4339907, RiceLOC9272250	SorghumLOC8063627	GWHGABKY037396
OG0005489	BrachyLOC100835797	MaizeLOC100274632	RiceLOC112939233, RiceLOC4339913	SorghumLOC8069019	GWHGABKY037491
OG0005490	BrachyLOC100843493	MaizeLOC100191311, MaizeLOC100192536	RiceLOC4339929	SorghumLOC8081426	GWHGABKY037577
OG0005491	BrachyLOC100842402	MaizeLOC100502355	RiceLOC9267114	SorghumLOC8068792	GWHGABKY038299, GWHGABKY038300
OG0005492	BrachyLOC100843317	MaizeLOC103629491, MaizeLOC103651362	RiceLOC9266545	SorghumLOC8071323	GWHGABKY038291
OG0005493	BrachyLOC100821844	MaizeLOC100501318, MaizeLOC542113	RiceLOC4340137	SorghumLOC8068788	GWHGABKY038272
OG0005494	BrachyLOC104582258	MaizeLOC103638084	RiceLOC107278192	SorghumLOC8071316	GWHGABKY038246, GWHGABKY038248
OG0005495	BrachyLOC100844526	MaizeLOC100272736	RiceLOC4340135	SorghumLOC8071315	GWHGABKY038245, GWHGABKY038249
OG0005496	BrachyLOC100822466	MaizeLOC100277774	RiceLOC4346319	SorghumLOC8057812	GWHGABKY038251, GWHGABKY038294
OG0005497	BrachyLOC100824010	MaizeLOC100282850, MaizeLOC100283300	RiceLOC4340113	SorghumLOC8068771	GWHGABKY038219
OG0005498	BrachyLOC104581661				GWHGABKY038154, GWHGABKY038155, GWHGABKY038156, GWHGABKY038157, GWHGABKY038161
OG0005499	BrachyLOC100828220	MaizeLOC100303788, MaizeLOC109939978	RiceLOC4340100	SorghumLOC8068763	GWHGABKY038109
OG0005500	BrachyLOC100830853	MaizeLOC100284564, MaizeLOC100285316	RiceLOC4340064	SorghumLOC8068423	GWHGABKY038048
OG0005501	BrachyLOC100836371	MaizeLOC100502305	RiceLOC4340034	SorghumLOC8068404, SorghumLOC8069083	GWHGABKY037915
OG0005502	BrachyLOC100838114	MaizeLOC100273223	RiceLOC9267091	SorghumLOC8068396	GWHGABKY037901, GWHGABKY037902
OG0005503	BrachyLOC100838410	MaizeLOC100194044	RiceLOC4340027	SorghumLOC8069075	GWHGABKY025140, GWHGABKY037900
OG0005504	BrachyLOC100840041	MaizeLOC100193283, MaizeLOC100283415	RiceLOC4339900	SorghumLOC8067912	GWHGABKY037327
OG0005505	BrachyLOC100834674	MaizeLOC100279985	RiceLOC4338949	SorghumLOC8065361	GWHGABKY011621, GWHGABKY031160
OG0005506	BrachyLOC100838401, BrachyLOC100841874	MaizeLOC100282116	RiceLOC112935984	SorghumLOC8066886	GWHGABKY037285
OG0005507	BrachyLOC100836215	MaizeLOC100284868, MaizeLOC109944848	RiceLOC9271064	SorghumLOC8066884	GWHGABKY037252
OG0005508	BrachyLOC100845619	MaizeLOC100282711	RiceLOC4339866	SorghumLOC8067892, SorghumLOC8079498	GWHGABKY037190
OG0005509	BrachyLOC100820938	MaizeLOC103629364	RiceLOC4339849	SorghumLOC8066861	GWHGABKY037335, GWHGABKY037336
OG0005510	BrachyLOC100821737	MaizeLOC100274412, MaizeLOC103629366	RiceLOC4339852	SorghumLOC8066863	GWHGABKY037085
OG0005511	BrachyLOC100823603	MaizeLOC103629361, MaizeLOC103638194	RiceLOC4330544	SorghumLOC8065359	GWHGABKY037036
OG0005512	BrachyLOC100842002	MaizeLOC103638191	RiceLOC4339847	SorghumLOC8066859	GWHGABKY037048, GWHGABKY037056
OG0005513	BrachyLOC100824521	MaizeLOC100284588	RiceLOC4339848	SorghumLOC8065362	GWHGABKY018319, GWHGABKY037339
OG0005514	BrachyLOC104581665	MaizeLOC100276357, MaizeLOC100276929	RiceLOC4324388	SorghumLOC8068009	GWHGABKY002840
OG0005515	BrachyLOC100842921	MaizeLOC100274990, MaizeLOC100381857	RiceLOC4339828	SorghumLOC8066856	GWHGABKY037002
OG0005516	BrachyLOC100827604	MaizeLOC100192779, MaizeLOC103629356	RiceLOC4339833	SorghumLOC8066782	GWHGABKY036941
OG0005517	BrachyLOC104581666	MaizeLOC103646730	RiceLOC107278618	SorghumLOC8057930	GWHGABKY038643, GWHGABKY042133
OG0005518	BrachyLOC100830237	MaizeLOC100283134	RiceLOC4343009	SorghumLOC8057334	GWHGABKY024670, GWHGABKY028796
OG0005519	BrachyLOC100831763	MaizeLOC103641512, MaizeLOC103646802	RiceLOC4342987	SorghumLOC8066023	GWHGABKY008535
OG0005520	BrachyLOC100822297	MaizeLOC100284587	RiceLOC112939069, RiceLOC9266046		GWHGABKY005772, GWHGABKY031743
OG0005521	BrachyLOC100824762	MaizeLOC109944579	RiceLOC4342910	SorghumLOC8084607	GWHGABKY029864, GWHGABKY029885
OG0005522	BrachyLOC100836277	MaizeLOC100272300	RiceLOC4342871	SorghumLOC110432319	GWHGABKY007105, GWHGABKY018859
OG0005523	BrachyLOC100839548	MaizeLOC100502157	RiceLOC4342843	SorghumLOC8081815	GWHGABKY011468, GWHGABKY011470
OG0005524	BrachyLOC100845114, BrachyLOC104584772	MaizeLOC100280143	RiceLOC4342812	SorghumLOC8081774	GWHGABKY007608
OG0005525	BrachyLOC100845721	MaizeLOC100284860	RiceLOC4342805	SorghumLOC8081772	GWHGABKY028518, GWHGABKY028519
OG0005526	BrachyLOC100820831	MaizeLOC100193488, MaizeLOC100278324	RiceLOC4342793	SorghumLOC8069134	GWHGABKY008609
OG0005527	BrachyLOC100824217	MaizeLOC100273749, MaizeLOC100280247	RiceLOC4342753	SorghumLOC8069118	GWHGABKY032213
OG0005528	BrachyLOC100826372	MaizeLOC100280164	RiceLOC4350865	SorghumLOC8065992, SorghumLOC8069112	GWHGABKY023267
OG0005529	BrachyLOC100826063	MaizeLOC100273346, MaizeLOC100277635	RiceLOC4342747	SorghumLOC8078442	GWHGABKY008692
OG0005530	BrachyLOC100830546, BrachyLOC100835554	MaizeLOC100194252	RiceLOC4350694	SorghumLOC8055148	GWHGABKY002399
OG0005531	BrachyLOC100837641		RiceLOC4342721, RiceLOC4342722, RiceLOC4342723, RiceLOC4342724, RiceLOC4342727		
OG0005532	BrachyLOC100838549, BrachyLOC100839663	MaizeLOC103632119	RiceLOC107275794	SorghumLOC8069098	GWHGABKY001229
OG0005533	BrachyLOC100828721	MaizeLOC100275134	RiceLOC4342710	SorghumLOC8069095	GWHGABKY000268, GWHGABKY008595
OG0005534	BrachyLOC100831882	MaizeLOC100284949, MaizeLOC542466	RiceLOC4342706	SorghumLOC8078432	GWHGABKY008791
OG0005535	BrachyLOC100832679	MaizeLOC100191802, MaizeLOC100274092	RiceLOC4342702	SorghumLOC8069094	GWHGABKY041956
OG0005536	BrachyLOC100841493	MaizeLOC103654979, MaizeLOC103654982	RiceLOC4342280	SorghumLOC8066515	GWHGABKY008866
OG0005537	BrachyLOC100843696	MaizeLOC103632089, MaizeLOC103648226	RiceLOC4342635	SorghumLOC8063671	GWHGABKY008655
OG0005538	BrachyLOC100844302	MaizeLOC100382082	RiceLOC4342633	SorghumLOC8063670	GWHGABKY013649, GWHGABKY039510
OG0005539	BrachyLOC100844606	MaizeLOC100192510, MaizeLOC103632088	RiceLOC4342632	SorghumLOC8063669	GWHGABKY008593
OG0005540	BrachyLOC100846337	MaizeLOC100281967	RiceLOC4347127	SorghumLOC8056189	GWHGABKY027296, GWHGABKY039330
OG0005541	BrachyLOC100824764	MaizeLOC103648238	RiceLOC9270490	SorghumLOC8063635	GWHGABKY001249, GWHGABKY022911
OG0005542	BrachyLOC100822987	MaizeLOC100285665, MaizeLOC103632070	RiceLOC4342602	SorghumLOC8063634	GWHGABKY017437
OG0005543	BrachyLOC100823557, BrachyLOC100825683	MaizeLOC103630545	RiceLOC9270554	SorghumLOC8077045	GWHGABKY003728
OG0005544	BrachyLOC100829027	MaizeLOC100381505	RiceLOC4342584	SorghumLOC8060759, SorghumLOC8081583	GWHGABKY025400
OG0005545	BrachyLOC100829667, BrachyLOC104582839	MaizeLOC100274261	RiceLOC4323938	SorghumLOC8075421	GWHGABKY018931
OG0005546	BrachyLOC100833963	MaizeLOC103632011	RiceLOC4342554	SorghumLOC8060734	GWHGABKY008725, GWHGABKY027720
OG0005547	BrachyLOC100836061	MaizeLOC100273855, MaizeLOC100501888	RiceLOC4341551	SorghumLOC8067659	GWHGABKY008663
OG0005548	BrachyLOC100838253	MaizeLOC100281253, MaizeLOC118472902	RiceLOC9272001	SorghumLOC8060727	GWHGABKY007732
OG0005549	BrachyLOC100840549	MaizeLOC100284771	RiceLOC4342543	SorghumLOC110432544	GWHGABKY008788, GWHGABKY032299
OG0005550	BrachyLOC100841155	MaizeLOC103640483, MaizeLOC103648254	RiceLOC4342534	SorghumLOC8060725	GWHGABKY000703
OG0005551	BrachyLOC100845118	MaizeLOC100273543, MaizeLOC100285065	RiceLOC4342519	SorghumLOC8060711	GWHGABKY008676
OG0005552	BrachyLOC100820969	MaizeLOC100502245, MaizeLOC103654662	RiceLOC4329365	SorghumLOC8084530	GWHGABKY031713
OG0005553	BrachyLOC106865937	MaizeLOC100272538, MaizeLOC100282140	RiceLOC9270807	SorghumLOC8081170	GWHGABKY008693
OG0005554	BrachyLOC100827507	MaizeLOC100191684, MaizeLOC100272890	RiceLOC4324479	SorghumLOC110430997	GWHGABKY008710
OG0005555	BrachyLOC100828256	MaizeLOC100285023	RiceLOC4348440	SorghumLOC8072518	GWHGABKY029754, GWHGABKY039010
OG0005556	BrachyLOC100830762	MaizeLOC100283000, MaizeLOC100285646	RiceLOC4342474	SorghumLOC8081160	GWHGABKY008704
OG0005557	BrachyLOC100832490	MaizeLOC100193936, MaizeLOC100383827	RiceLOC4342469	SorghumLOC110432966	GWHGABKY008702
OG0005558	BrachyLOC100833112	MaizeLOC100284726	RiceLOC4343790	SorghumLOC8060624	GWHGABKY011638, GWHGABKY027738
OG0005559	BrachyLOC104582306		RiceLOC107275512, RiceLOC107277045	SorghumLOC8081149	GWHGABKY029602, GWHGABKY030399
OG0005560	BrachyLOC100834983	MaizeCYP92C6, MaizeLOC103631958	RiceLOC4333585	SorghumLOC8081144, SorghumLOC8081145	
OG0005561	BrachyLOC100836990	MaizeLOC100502365, MaizeLOC103640669	RiceLOC9267918	SorghumLOC8071429	GWHGABKY021294
OG0005562	BrachyLOC104581721	MaizeLOC100276461	RiceLOC4342450	SorghumLOC8086430	GWHGABKY005329, GWHGABKY005330
OG0005563	BrachyLOC100838414	MaizeLOC100193299, MaizeLOC100273402	RiceLOC4342446	SorghumLOC8081138	GWHGABKY008754
OG0005564	BrachyLOC100845323	MaizeLOC100193643, MaizeLOC100284073	RiceLOC4333153	SorghumLOC8072390	GWHGABKY014210
OG0005565	BrachyLOC100846266	MaizeLOC100192067, MaizeLOC103631917	RiceLOC4342307	SorghumLOC8084305	GWHGABKY008849
OG0005566	BrachyLOC100821728, BrachyLOC100821956	MaizeLOC100285538	RiceLOC4349230	SorghumLOC110434298	GWHGABKY002359
OG0005567	BrachyLOC112270666	MaizeLOC103639247, MaizeLOC109939994	RiceLOC112936589	SorghumLOC110434164, SorghumLOC8065568	
OG0005568	BrachyLOC100828224	MaizeLOC100194058	RiceLOC4336619, RiceLOC4342372	SorghumLOC8055974	GWHGABKY004545
OG0005569	BrachyLOC100832104	MaizeLOC103631941, MaizeLOC103642697	RiceLOC4342398	SorghumLOC8086405	GWHGABKY008817
OG0005570	BrachyLOC100824512, BrachyLOC100832271	MaizeLOC100192899	RiceLOC4345046	SorghumLOC8059506	GWHGABKY000874
OG0005571	BrachyLOC100832580	MaizeLOC100136879	RiceLOC4342407	SorghumLOC8079933	GWHGABKY008807, GWHGABKY013362
OG0005572	BrachyLOC100834650	MaizeLOC100383331, MaizeLOC109940870	RiceLOC4342416	SorghumLOC8086415	GWHGABKY008738
OG0005573	BrachyLOC104582329	MaizeLOC103631948	RiceLOC4342421	SorghumLOC8079939, SorghumLOC8079940	GWHGABKY029580
OG0005574	BrachyLOC100835478, BrachyLOC100836107	MaizeLOC100281391, MaizeLOC103648268	RiceLOC4342424	SorghumLOC8081132	
OG0005575	BrachyLOC100838028	MaizeLOC100282329, MaizeLOC100283628	RiceLOC4342269	SorghumLOC8059870	GWHGABKY008871
OG0005576	BrachyLOC100840462	MaizeLOC100275971	RiceLOC4342247	SorghumLOC8066254, SorghumLOC8081614	GWHGABKY008885
OG0005577	BrachyLOC100828047, BrachyLOC100838088	MaizeLOC100193715	RiceLOC4340933	SorghumLOC8058434	GWHGABKY041084
OG0005578	BrachyLOC100845831	MaizeLOC100279500, MaizeLOC103647243	RiceLOC4342218	SorghumLOC8063864	GWHGABKY008914
OG0005579	BrachyLOC100829557	MaizeLOC103631880, MaizeLOC103648287	RiceLOC4342227	SorghumLOC8054523	GWHGABKY008919
OG0005580	BrachyLOC100832296	MaizeLOC100272760	RiceLOC4342195	SorghumLOC8081592	GWHGABKY008933, GWHGABKY037119
OG0005581	BrachyLOC100824014	MaizeLOC541863	RiceLOC4334882, RiceLOC4342193	SorghumLOC8081589	GWHGABKY009605
OG0005582	BrachyLOC100824324	MaizeLOC100273120	RiceLOC4342192	SorghumLOC8054499	GWHGABKY009604, GWHGABKY030045
OG0005583	BrachyLOC100834460	MaizeLOC107457593	RiceLOC4342188	SorghumLOC8081586	GWHGABKY008939, GWHGABKY040066
OG0005584	BrachyLOC100835377	MaizeLOC100281280	RiceLOC4342185, RiceLOC4351067	SorghumLOC8081582	GWHGABKY008946
OG0005585	BrachyLOC100830242, BrachyLOC100844232	MaizeLOC542546	RiceLOC4335478	SorghumLOC8080203	GWHGABKY006567
OG0005586	BrachyLOC100831166	MaizeLOC100277088	RiceLOC4333109	SorghumLOC8064697, SorghumLOC8069837	GWHGABKY014077
OG0005587	BrachyLOC100833512	MaizeLOC103643118	RiceLOC4333098	SorghumLOC110431959	GWHGABKY027697, GWHGABKY032770
OG0005588	BrachyLOC104582355	MaizeLOC100277439	RiceLOC9269602	SorghumLOC8080425	GWHGABKY037173, GWHGABKY037179
OG0005589	BrachyLOC100835759	MaizeLOC100276535	RiceLOC4343888, RiceLOC9266923	SorghumLOC8079181	GWHGABKY007836
OG0005590	BrachyLOC100826722	MaizeLOC103636065, MaizeLOC103639034	RiceLOC4333049	SorghumLOC8080438	GWHGABKY029908
OG0005591	BrachyLOC100841764	MaizeLOC103633426	RiceLOC9272509	SorghumLOC8060690, SorghumLOC8077089	GWHGABKY007793
OG0005592	BrachyLOC100842063	MaizeLOC100285823, MaizeLOC103636014	RiceLOC4333045	SorghumLOC8077090	GWHGABKY021714
OG0005593	BrachyLOC100842372	MaizeLOC100286108, MaizeLOC103636002	RiceLOC4333044	SorghumLOC8077092	GWHGABKY021778
OG0005594	BrachyLOC100844811	MaizeLOC100286097, MaizeLOC100384560	RiceLOC107275976	SorghumLOC8080443	GWHGABKY021918
OG0005595	BrachyLOC100845427	MaizeLOC100274889, MaizeLOC100278656	RiceLOC4333032	SorghumLOC8080445	GWHGABKY018015
OG0005596	BrachyLOC100846339	MaizeLOC100193861, MaizeLOC100276130	RiceLOC4333027	SorghumLOC8080453	GWHGABKY021687
OG0005597	BrachyLOC100821437	MaizeLOC100280265, MaizeLOC118473389	RiceLOC4333024	SorghumLOC110432009	GWHGABKY004518
OG0005598	BrachyLOC100823807	MaizeLOC100383440	RiceLOC4333015	SorghumLOC8080458	GWHGABKY009929, GWHGABKY026689
OG0005599	BrachyLOC100827099	MaizeLOC100276005, MaizeLOC100276227	RiceLOC4333004	SorghumLOC110435648	GWHGABKY021642
OG0005600	BrachyLOC100830142	MaizeLOC100275303	RiceLOC9272415	SorghumLOC8080747	GWHGABKY002395, GWHGABKY002396
OG0005601	BrachyLOC100831069	MaizeLOC100281769, MaizeLOC100286138	RiceLOC4332981	SorghumLOC8080750	GWHGABKY000584
OG0005602	BrachyLOC100834677	MaizeLOC100278634	RiceLOC4332980	SorghumLOC8080751	GWHGABKY000681, GWHGABKY000685
OG0005603	BrachyLOC100833614	MaizeLOC100216561, MaizeLOC100273831	RiceLOC4332969	SorghumLOC8080756	GWHGABKY010187
OG0005604	BrachyLOC100833921	MaizeLOC100273224, MaizeLOC100273583	RiceLOC4332967	SorghumLOC8080757	GWHGABKY032851
OG0005605	BrachyLOC100833515	MaizeLOC100277740, MaizeLOC103641526	RiceLOC4338286	SorghumLOC8085758	GWHGABKY001752
OG0005606	BrachyLOC100822472	MaizeLOC100284573, MaizeLOC103635234	RiceLOC4332887	SorghumLOC8080796	GWHGABKY021857
OG0005607	BrachyLOC100822301, BrachyLOC100822610, BrachyLOC100846169			SorghumLOC8075281	GWHGABKY005751, GWHGABKY005752
OG0005608	BrachyLOC112270089	MaizeLOC103653067	RiceLOC112938318	SorghumLOC8080841	GWHGABKY005188, GWHGABKY005189
OG0005609	BrachyLOC100839129	MaizeLOC100277863	RiceLOC9267254, RiceLOC9271339	SorghumLOC8082636	GWHGABKY002398
OG0005610	BrachyLOC100831674	MaizeLOC100282171	RiceLOC4332868, RiceLOC4334131	SorghumLOC8080817	GWHGABKY021845
OG0005611	BrachyLOC100825069	MaizeLOC100280847	RiceLOC4352847	SorghumLOC8055420	GWHGABKY024934, GWHGABKY024965
OG0005612	BrachyLOC100836681	MaizeLOC103634981, MaizeLOC103639126	RiceLOC4332864	SorghumLOC8155720	GWHGABKY021598
OG0005613	BrachyLOC100821539	MaizeLOC100381586, MaizeLOC109943421	RiceLOC4332867	SorghumLOC8082640	GWHGABKY021601
OG0005614	BrachyLOC100830455	MaizeLOC100272662, MaizeLOC100279412	RiceLOC4332856	SorghumLOC110431599	GWHGABKY001496
OG0005615	BrachyLOC100834833	MaizeLOC103634945, MaizeLOC103640309	RiceLOC4332853	SorghumLOC8082649	GWHGABKY021861
OG0005616	BrachyLOC100827852	MaizeLOC100284904, MaizeLOC103639137, MaizeLOC103644650	RiceLOC4332844	SorghumLOC8082292	
OG0005617	BrachyLOC100837817, BrachyLOC100839972	MaizeLOC100217227	RiceLOC4332828	SorghumLOC8082658	GWHGABKY012312
OG0005618	BrachyLOC100830282	MaizeLOC100217087, MaizeLOC103640316	RiceLOC4332825	SorghumLOC8082659	GWHGABKY022150
